NAME,total_housing_units,built_2020_plus,built_2010_2019,built_2000_2009,total_units_in_structure,units_10_19,units_20_49,units_50_plus,median_home_value,owner_occupied,renter_occupied,total_pop,median_hh_income,bachelors,masters,professional_degree,doctorate,GEOID
Block Group 1; Census Tract 1017; Salt Lake County; Utah,549,0,0,29,549,82,218,0,579500.0,101,384,935,34243.0,169,39,0,0,490351017001
Block Group 2; Census Tract 1017; Salt Lake County; Utah,559,0,13,81,559,189,38,0,287100.0,43,432,701,68586.0,259,66,24,2,490351017002
Block Group 3; Census Tract 1017; Salt Lake County; Utah,690,0,0,95,690,105,0,0,296100.0,86,579,1070,48758.0,134,62,14,5,490351017003
Block Group 4; Census Tract 1017; Salt Lake County; Utah,550,0,65,34,550,207,63,0,461100.0,163,332,882,48665.0,92,52,73,21,490351017004
Block Group 1; Census Tract 1018; Salt Lake County; Utah,975,0,349,17,975,51,550,0,465700.0,234,668,1714,51154.0,246,217,12,15,490351018001
Block Group 2; Census Tract 1018; Salt Lake County; Utah,754,0,0,24,754,27,52,0,441800.0,199,547,1373,75000.0,273,220,0,31,490351018002
Block Group 3; Census Tract 1018; Salt Lake County; Utah,443,0,39,0,443,40,0,0,617800.0,126,263,731,140023.0,221,161,0,8,490351018003
Block Group 1; Census Tract 1019; Salt Lake County; Utah,456,9,6,0,456,362,74,0,,14,392,584,,149,35,0,79,490351019001
Block Group 2; Census Tract 1019; Salt Lake County; Utah,603,0,0,0,603,233,131,0,570900.0,147,318,1035,67321.0,201,213,49,20,490351019002
Block Group 3; Census Tract 1019; Salt Lake County; Utah,743,21,525,130,743,0,694,27,,0,700,1055,42016.0,296,129,13,13,490351019003
Block Group 4; Census Tract 1019; Salt Lake County; Utah,511,0,97,35,511,71,64,0,,70,336,586,48269.0,80,155,0,0,490351019004
Block Group 1; Census Tract 1020; Salt Lake County; Utah,908,62,148,78,908,197,129,0,540000.0,114,704,1409,51771.0,299,66,29,24,490351020001
Block Group 2; Census Tract 1020; Salt Lake County; Utah,385,0,0,0,385,21,0,0,514000.0,185,200,651,61131.0,166,105,42,22,490351020002
Block Group 3; Census Tract 1020; Salt Lake County; Utah,577,0,0,42,577,189,59,0,442600.0,115,441,830,53059.0,169,50,44,9,490351020003
Block Group 1; Census Tract 1021; Salt Lake County; Utah,1064,0,426,45,1064,471,488,0,431600.0,67,854,1260,68750.0,430,178,99,89,490351021001
Block Group 2; Census Tract 1021; Salt Lake County; Utah,837,0,308,59,837,148,551,0,401000.0,214,388,882,53833.0,288,95,11,12,490351021002
Block Group 1; Census Tract 1023; Salt Lake County; Utah,712,0,8,37,712,271,49,0,373300.0,139,441,1119,34886.0,210,37,18,11,490351023001
Block Group 2; Census Tract 1023; Salt Lake County; Utah,1001,151,155,227,1001,183,717,0,317400.0,188,777,1186,24877.0,337,61,177,14,490351023002
Block Group 3; Census Tract 1023; Salt Lake County; Utah,342,0,0,50,342,52,174,0,453800.0,44,298,754,47563.0,86,38,0,0,490351023003
Block Group 1; Census Tract 1025.01; Salt Lake County; Utah,1034,0,414,501,1034,297,700,0,,0,746,1257,55608.0,241,101,72,47,490351025011
Block Group 2; Census Tract 1025.01; Salt Lake County; Utah,1403,41,226,396,1403,401,884,0,371800.0,232,1101,1782,44244.0,515,242,20,65,490351025012
Block Group 1; Census Tract 1025.02; Salt Lake County; Utah,498,0,139,48,498,119,354,0,,15,408,769,73836.0,353,66,29,13,490351025021
Block Group 2; Census Tract 1025.02; Salt Lake County; Utah,638,31,170,65,638,307,211,0,359900.0,249,318,879,80513.0,206,139,76,6,490351025022
Block Group 1; Census Tract 1026; Salt Lake County; Utah,288,0,71,74,288,0,56,0,233500.0,55,233,999,40833.0,11,9,17,13,490351026001
Block Group 2; Census Tract 1026; Salt Lake County; Utah,462,0,18,0,462,0,0,0,317300.0,373,89,933,90000.0,105,188,0,8,490351026002
Block Group 3; Census Tract 1026; Salt Lake County; Utah,1077,0,14,7,1077,71,0,7,286900.0,567,510,2303,58357.0,268,200,0,21,490351026003
Block Group 1; Census Tract 1027.01; Salt Lake County; Utah,549,0,17,10,549,0,0,0,364200.0,343,153,1415,49273.0,135,163,0,0,490351027011
Block Group 2; Census Tract 1027.01; Salt Lake County; Utah,830,0,7,0,830,226,70,114,,218,505,1375,42179.0,153,29,0,0,490351027012
Block Group 3; Census Tract 1027.01; Salt Lake County; Utah,717,0,14,15,717,0,0,0,366800.0,542,124,2417,80263.0,272,158,29,0,490351027013
Block Group 1; Census Tract 1027.02; Salt Lake County; Utah,437,0,9,121,437,90,41,0,242500.0,133,272,1000,35425.0,105,30,0,0,490351027021
Block Group 2; Census Tract 1027.02; Salt Lake County; Utah,750,0,0,120,750,37,9,53,278800.0,476,239,2219,50545.0,193,60,24,10,490351027022
Block Group 1; Census Tract 1028.01; Salt Lake County; Utah,467,0,7,85,467,0,7,0,271900.0,313,130,1590,88779.0,263,41,19,0,490351028011
Block Group 2; Census Tract 1028.01; Salt Lake County; Utah,622,0,0,0,622,0,0,0,369900.0,384,174,1792,74545.0,181,85,0,0,490351028012
Block Group 3; Census Tract 1028.01; Salt Lake County; Utah,1008,25,39,172,1008,81,0,0,286500.0,739,269,3281,64000.0,76,32,0,10,490351028013
Block Group 1; Census Tract 1028.02; Salt Lake County; Utah,315,0,0,27,315,80,0,0,237000.0,88,209,1050,52386.0,45,93,0,0,490351028021
Block Group 2; Census Tract 1028.02; Salt Lake County; Utah,570,0,0,16,570,0,0,0,357800.0,427,106,2250,82083.0,91,58,0,0,490351028022
Block Group 3; Census Tract 1028.02; Salt Lake County; Utah,455,0,0,8,455,171,0,0,285300.0,174,241,1644,78068.0,61,112,0,0,490351028023
Block Group 1; Census Tract 1029; Salt Lake County; Utah,1228,122,134,436,1228,129,332,0,603600.0,137,996,2281,65490.0,239,152,22,40,490351029001
Block Group 2; Census Tract 1029; Salt Lake County; Utah,1074,114,298,152,1074,397,249,0,402600.0,226,848,2243,45882.0,285,70,0,33,490351029002
Block Group 3; Census Tract 1029; Salt Lake County; Utah,1013,29,198,139,1013,196,326,0,410600.0,310,703,1624,48139.0,292,88,0,0,490351029003
Block Group 1; Census Tract 1030; Salt Lake County; Utah,703,13,30,16,703,0,0,0,493600.0,332,314,1363,79665.0,503,115,20,50,490351030001
Block Group 2; Census Tract 1030; Salt Lake County; Utah,829,0,27,136,829,83,0,0,450300.0,461,259,1655,118388.0,463,235,30,55,490351030002
Block Group 1; Census Tract 1031; Salt Lake County; Utah,783,0,0,42,783,0,0,0,511000.0,489,254,1672,100203.0,344,192,70,93,490351031001
Block Group 2; Census Tract 1031; Salt Lake County; Utah,566,0,13,7,566,0,0,0,509000.0,336,220,1220,87589.0,362,170,61,10,490351031002
Block Group 3; Census Tract 1031; Salt Lake County; Utah,594,0,0,0,594,48,12,0,342400.0,242,234,1372,86000.0,155,86,28,15,490351031003
Block Group 1; Census Tract 1032; Salt Lake County; Utah,553,0,0,19,553,0,0,0,445800.0,357,196,1226,82652.0,250,11,0,46,490351032001
Block Group 2; Census Tract 1032; Salt Lake County; Utah,794,12,0,63,794,3,42,0,480600.0,416,378,1649,75603.0,261,202,27,11,490351032002
Block Group 3; Census Tract 1032; Salt Lake County; Utah,1113,122,0,0,1113,0,550,0,402800.0,299,554,1435,16464.0,262,65,10,0,490351032003
Block Group 1; Census Tract 1033; Salt Lake County; Utah,774,0,180,15,774,143,243,0,390700.0,92,633,1390,72461.0,350,213,68,32,490351033001
Block Group 2; Census Tract 1033; Salt Lake County; Utah,775,0,0,55,775,10,125,0,572300.0,304,399,1209,71763.0,319,160,36,14,490351033002
Block Group 3; Census Tract 1033; Salt Lake County; Utah,833,0,0,10,833,18,0,14,545700.0,376,358,1657,100817.0,418,106,31,43,490351033003
Block Group 1; Census Tract 1034; Salt Lake County; Utah,617,0,0,45,617,0,0,0,564600.0,335,167,1152,63851.0,253,194,38,34,490351034001
Block Group 2; Census Tract 1034; Salt Lake County; Utah,879,0,18,0,879,0,0,0,616400.0,371,406,1767,79583.0,424,201,16,66,490351034002
Block Group 3; Census Tract 1034; Salt Lake County; Utah,571,31,23,43,571,0,0,0,599300.0,401,147,1240,105625.0,258,214,143,99,490351034003
Block Group 1; Census Tract 1035; Salt Lake County; Utah,394,0,12,6,394,0,0,0,871400.0,337,57,966,140469.0,325,96,109,78,490351035001
Block Group 2; Census Tract 1035; Salt Lake County; Utah,707,6,10,0,707,0,0,0,591900.0,487,184,1601,94438.0,357,209,103,27,490351035002
Block Group 3; Census Tract 1035; Salt Lake County; Utah,760,0,17,13,760,0,0,0,638800.0,289,351,1302,87743.0,223,203,73,108,490351035003
Block Group 1; Census Tract 1036; Salt Lake County; Utah,558,0,22,0,558,0,13,0,863900.0,369,146,1219,141454.0,385,148,73,83,490351036001
Block Group 2; Census Tract 1036; Salt Lake County; Utah,592,0,0,0,592,0,0,0,870700.0,439,153,1606,188929.0,354,212,105,138,490351036002
Block Group 1; Census Tract 1037; Salt Lake County; Utah,563,0,6,0,563,0,0,0,795100.0,381,137,1327,83781.0,280,120,84,59,490351037001
Block Group 2; Census Tract 1037; Salt Lake County; Utah,598,0,5,0,598,0,0,0,635500.0,412,148,1326,135238.0,397,240,21,149,490351037002
Block Group 1; Census Tract 1038; Salt Lake County; Utah,510,0,6,6,510,0,0,0,672400.0,403,90,1359,112792.0,243,150,38,100,490351038001
Block Group 2; Census Tract 1038; Salt Lake County; Utah,611,6,0,0,611,45,0,0,643500.0,312,243,1051,90208.0,319,186,25,63,490351038002
Block Group 1; Census Tract 1039; Salt Lake County; Utah,594,0,64,8,594,43,51,0,661500.0,444,110,1455,121957.0,319,173,89,86,490351039001
Block Group 2; Census Tract 1039; Salt Lake County; Utah,526,0,0,0,526,0,0,0,639900.0,393,133,1364,91912.0,265,241,47,34,490351039002
Block Group 3; Census Tract 1039; Salt Lake County; Utah,549,0,0,0,549,0,0,0,611000.0,414,97,1173,106250.0,410,294,34,62,490351039003
Block Group 1; Census Tract 1040; Salt Lake County; Utah,428,0,9,7,428,9,0,0,622800.0,265,90,795,95795.0,150,155,53,29,490351040001
Block Group 2; Census Tract 1040; Salt Lake County; Utah,430,0,9,0,430,0,0,0,862800.0,414,5,1518,221932.0,538,144,45,23,490351040002
Block Group 3; Census Tract 1040; Salt Lake County; Utah,345,0,7,2,345,0,0,0,716700.0,239,97,1008,116250.0,216,148,84,8,490351040003
Block Group 1; Census Tract 1041; Salt Lake County; Utah,641,0,58,11,641,135,0,0,582100.0,478,139,1257,67039.0,376,159,117,45,490351041001
Block Group 2; Census Tract 1041; Salt Lake County; Utah,637,35,19,0,637,0,0,0,1035100.0,503,107,1687,176389.0,292,302,131,147,490351041002
Block Group 1; Census Tract 1042; Salt Lake County; Utah,867,91,26,96,867,0,62,0,1157100.0,660,207,2233,175972.0,634,229,180,205,490351042001
Block Group 2; Census Tract 1042; Salt Lake County; Utah,365,0,9,0,365,0,0,0,803300.0,365,0,904,181513.0,331,160,137,38,490351042002
Block Group 3; Census Tract 1042; Salt Lake County; Utah,263,0,0,0,263,0,0,0,1212500.0,263,0,702,250001.0,199,129,151,0,490351042003
Block Group 4; Census Tract 1042; Salt Lake County; Utah,529,0,20,0,529,15,0,0,713600.0,380,101,1224,195024.0,203,175,170,68,490351042004
Block Group 5; Census Tract 1042; Salt Lake County; Utah,205,0,0,0,205,0,0,0,1057300.0,205,0,560,125268.0,133,27,65,44,490351042005
Block Group 6; Census Tract 1042; Salt Lake County; Utah,716,0,0,133,716,110,302,0,827400.0,520,77,1182,137734.0,351,258,61,138,490351042006
Block Group 1; Census Tract 1043; Salt Lake County; Utah,533,0,0,0,533,27,0,0,690900.0,236,232,1079,93372.0,332,116,15,15,490351043001
Block Group 2; Census Tract 1043; Salt Lake County; Utah,853,0,21,28,853,204,321,0,580500.0,198,568,1785,60625.0,428,211,26,41,490351043002
Block Group 1; Census Tract 1044; Salt Lake County; Utah,481,0,15,17,481,0,0,5,1015800.0,304,151,1277,136250.0,423,113,88,41,490351044001
Block Group 2; Census Tract 1044; Salt Lake County; Utah,271,0,17,5,271,0,0,0,998400.0,193,19,605,196094.0,190,57,44,21,490351044002
Block Group 1; Census Tract 1047; Salt Lake County; Utah,689,0,0,78,689,0,65,0,615500.0,452,237,2237,114097.0,609,183,46,56,490351047001
Block Group 2; Census Tract 1047; Salt Lake County; Utah,827,0,0,0,827,0,0,0,644900.0,672,122,1887,99821.0,488,213,75,44,490351047002
Block Group 3; Census Tract 1047; Salt Lake County; Utah,724,0,14,0,724,17,0,0,454600.0,496,147,1154,88424.0,270,179,42,47,490351047003
Block Group 1; Census Tract 1048; Salt Lake County; Utah,561,0,20,169,561,0,0,0,643500.0,454,107,1243,,295,49,95,20,490351048001
Block Group 2; Census Tract 1048; Salt Lake County; Utah,684,0,17,0,684,0,0,0,575100.0,477,207,1850,96129.0,301,242,82,57,490351048002
Block Group 3; Census Tract 1048; Salt Lake County; Utah,561,0,14,0,561,36,19,0,333300.0,264,216,869,82895.0,240,129,25,0,490351048003
Block Group 4; Census Tract 1048; Salt Lake County; Utah,634,0,40,27,634,0,40,0,573600.0,354,236,1231,76119.0,334,52,0,0,490351048004
Block Group 1; Census Tract 1049; Salt Lake County; Utah,721,42,131,202,721,0,96,0,444600.0,363,276,1163,99598.0,321,70,51,0,490351049001
Block Group 2; Census Tract 1049; Salt Lake County; Utah,518,23,39,19,518,0,0,0,421600.0,193,219,827,71000.0,340,38,15,15,490351049002
Block Group 3; Census Tract 1049; Salt Lake County; Utah,410,0,93,0,410,0,0,0,497800.0,177,233,815,74500.0,82,84,0,54,490351049003
Block Group 1; Census Tract 1101.03; Salt Lake County; Utah,619,4,33,122,619,0,0,9,959100.0,534,42,1465,184722.0,351,198,171,137,490351101031
Block Group 2; Census Tract 1101.03; Salt Lake County; Utah,667,0,12,25,667,0,0,0,677800.0,400,34,969,136375.0,162,204,15,45,490351101032
Block Group 3; Census Tract 1101.03; Salt Lake County; Utah,346,0,0,18,346,0,0,0,786000.0,280,38,807,142955.0,241,136,52,29,490351101033
Block Group 1; Census Tract 1101.04; Salt Lake County; Utah,752,0,0,8,752,0,0,0,998600.0,664,47,1809,174531.0,367,285,173,113,490351101041
Block Group 2; Census Tract 1101.04; Salt Lake County; Utah,705,0,175,34,705,0,0,22,1247100.0,571,44,1950,250001.0,484,223,141,15,490351101042
Block Group 3; Census Tract 1101.04; Salt Lake County; Utah,393,0,26,19,393,0,0,0,691000.0,351,16,938,149904.0,275,170,98,81,490351101043
Block Group 4; Census Tract 1101.04; Salt Lake County; Utah,381,0,0,13,381,0,0,0,1091900.0,380,1,1116,198407.0,285,144,71,51,490351101044
Block Group 1; Census Tract 1101.05; Salt Lake County; Utah,501,0,0,7,501,0,0,0,699700.0,408,58,1293,170577.0,226,136,67,46,490351101051
Block Group 2; Census Tract 1101.05; Salt Lake County; Utah,341,7,12,0,341,0,0,0,772800.0,277,59,845,156250.0,362,92,66,19,490351101052
Block Group 1; Census Tract 1101.06; Salt Lake County; Utah,705,0,14,67,705,50,256,4,832200.0,226,69,924,,194,100,8,0,490351101061
Block Group 2; Census Tract 1101.06; Salt Lake County; Utah,264,5,23,72,264,0,0,0,1127800.0,196,24,673,212578.0,143,119,7,0,490351101062
Block Group 3; Census Tract 1101.06; Salt Lake County; Utah,845,29,213,118,845,46,49,50,725900.0,248,25,615,143969.0,149,88,55,13,490351101063
Block Group 1; Census Tract 1102; Salt Lake County; Utah,500,0,9,0,500,0,0,0,597000.0,494,6,1409,139688.0,356,223,87,38,490351102001
Block Group 2; Census Tract 1102; Salt Lake County; Utah,307,0,0,0,307,0,0,0,553600.0,253,54,894,118250.0,191,106,23,16,490351102002
Block Group 3; Census Tract 1102; Salt Lake County; Utah,308,0,8,0,308,0,0,0,642000.0,215,12,695,168375.0,190,66,119,0,490351102003
Block Group 4; Census Tract 1102; Salt Lake County; Utah,508,0,0,0,508,0,0,0,625000.0,354,120,1243,133913.0,360,96,36,24,490351102004
Block Group 5; Census Tract 1102; Salt Lake County; Utah,390,0,17,17,390,0,0,0,594600.0,202,100,868,142969.0,269,51,29,15,490351102005
Block Group 1; Census Tract 1103; Salt Lake County; Utah,355,0,17,0,355,0,0,0,638300.0,272,83,1094,,248,113,0,40,490351103001
Block Group 2; Census Tract 1103; Salt Lake County; Utah,481,0,0,0,481,0,0,0,665500.0,405,76,1391,122578.0,409,112,10,34,490351103002
Block Group 3; Census Tract 1103; Salt Lake County; Utah,392,0,0,25,392,0,0,0,667100.0,235,119,1097,,342,71,60,33,490351103003
Block Group 4; Census Tract 1103; Salt Lake County; Utah,243,0,0,11,243,0,0,0,600300.0,163,80,558,101616.0,93,102,40,0,490351103004
Block Group 5; Census Tract 1103; Salt Lake County; Utah,406,0,18,32,406,0,0,0,593800.0,270,80,822,121016.0,211,87,16,0,490351103005
Block Group 6; Census Tract 1103; Salt Lake County; Utah,485,0,0,0,485,0,0,0,596500.0,454,17,1173,157546.0,338,201,0,46,490351103006
Block Group 1; Census Tract 1104.01; Salt Lake County; Utah,536,0,45,53,536,0,0,0,877300.0,445,18,1296,177841.0,438,117,93,59,490351104011
Block Group 2; Census Tract 1104.01; Salt Lake County; Utah,153,0,21,24,153,12,0,0,492200.0,83,63,347,79167.0,52,27,0,9,490351104012
Block Group 3; Census Tract 1104.01; Salt Lake County; Utah,750,0,40,136,750,233,170,0,303700.0,270,348,1397,95735.0,149,62,13,150,490351104013
Block Group 1; Census Tract 1104.02; Salt Lake County; Utah,467,0,55,24,467,0,0,0,638100.0,336,108,1243,118889.0,306,88,3,15,490351104021
Block Group 2; Census Tract 1104.02; Salt Lake County; Utah,512,0,0,4,512,86,0,0,671500.0,385,65,1581,104881.0,217,285,42,27,490351104022
Block Group 3; Census Tract 1104.02; Salt Lake County; Utah,372,0,90,19,372,0,0,0,688300.0,354,18,1313,172083.0,309,174,12,18,490351104023
Block Group 1; Census Tract 1105; Salt Lake County; Utah,588,0,0,0,588,16,0,0,629300.0,551,37,2069,144063.0,522,168,62,27,490351105001
Block Group 2; Census Tract 1105; Salt Lake County; Utah,849,0,61,0,849,0,0,0,734600.0,775,39,2545,157898.0,750,248,263,126,490351105002
Block Group 3; Census Tract 1105; Salt Lake County; Utah,311,0,15,0,311,0,0,0,569300.0,248,63,844,,157,175,53,91,490351105003
Block Group 4; Census Tract 1105; Salt Lake County; Utah,501,0,0,16,501,0,0,0,612700.0,389,36,1228,102348.0,217,129,65,0,490351105004
Block Group 1; Census Tract 1106; Salt Lake County; Utah,464,0,11,0,464,0,0,0,697900.0,449,15,1385,130972.0,342,138,69,47,490351106001
Block Group 2; Census Tract 1106; Salt Lake County; Utah,517,0,59,12,517,12,29,0,619200.0,429,88,1202,124892.0,206,209,26,68,490351106002
Block Group 3; Census Tract 1106; Salt Lake County; Utah,478,0,0,0,478,0,0,0,781400.0,458,20,1537,141182.0,341,181,28,123,490351106003
Block Group 4; Census Tract 1106; Salt Lake County; Utah,269,11,0,0,269,22,0,0,685100.0,153,107,629,75156.0,102,56,32,21,490351106004
Block Group 5; Census Tract 1106; Salt Lake County; Utah,257,0,35,19,257,0,0,0,894600.0,247,10,797,220250.0,194,150,27,28,490351106005
Block Group 1; Census Tract 1107.01; Salt Lake County; Utah,684,0,0,152,684,102,36,0,450800.0,511,125,1424,109219.0,299,175,39,5,490351107011
Block Group 2; Census Tract 1107.01; Salt Lake County; Utah,864,0,40,45,864,34,61,0,562000.0,327,487,2337,68036.0,449,119,8,39,490351107012
Block Group 1; Census Tract 1107.02; Salt Lake County; Utah,405,0,5,15,405,0,0,0,816800.0,357,21,1371,188581.0,328,105,74,0,490351107021
Block Group 2; Census Tract 1107.02; Salt Lake County; Utah,433,0,8,12,433,0,0,0,698700.0,391,42,1365,110659.0,323,128,17,5,490351107022
Block Group 3; Census Tract 1107.02; Salt Lake County; Utah,581,0,16,12,581,0,0,0,712300.0,316,115,1082,71598.0,176,135,16,0,490351107023
Block Group 4; Census Tract 1107.02; Salt Lake County; Utah,552,0,47,84,552,17,0,0,584200.0,351,171,1409,113636.0,378,124,29,47,490351107024
Block Group 1; Census Tract 1108; Salt Lake County; Utah,489,0,0,6,489,46,0,0,356500.0,330,115,879,66321.0,202,26,18,35,490351108001
Block Group 2; Census Tract 1108; Salt Lake County; Utah,1012,0,35,40,1012,73,55,0,,613,229,1583,64524.0,318,72,53,28,490351108002
Block Group 3; Census Tract 1108; Salt Lake County; Utah,560,0,0,25,560,0,0,0,711600.0,439,121,1632,104385.0,444,73,63,0,490351108003
Block Group 4; Census Tract 1108; Salt Lake County; Utah,715,0,158,82,715,76,114,0,577200.0,366,349,1716,105102.0,420,79,122,79,490351108004
Block Group 1; Census Tract 1109; Salt Lake County; Utah,382,0,41,7,382,0,0,0,707500.0,312,41,780,142875.0,228,177,20,12,490351109001
Block Group 2; Census Tract 1109; Salt Lake County; Utah,614,0,0,0,614,0,0,0,665700.0,521,32,1424,149226.0,335,278,69,57,490351109002
Block Group 3; Census Tract 1109; Salt Lake County; Utah,334,0,18,0,334,0,0,0,863600.0,330,4,1029,191042.0,274,89,38,65,490351109003
Block Group 4; Census Tract 1109; Salt Lake County; Utah,310,0,40,8,310,0,0,0,947200.0,274,36,1045,167857.0,223,185,23,30,490351109004
Block Group 1; Census Tract 1110.01; Salt Lake County; Utah,463,0,15,54,463,0,0,0,952200.0,396,37,1351,180139.0,372,104,68,22,490351110011
Block Group 2; Census Tract 1110.01; Salt Lake County; Utah,635,0,73,94,635,0,0,0,1174600.0,539,85,1886,99800.0,531,138,76,32,490351110012
Block Group 3; Census Tract 1110.01; Salt Lake County; Utah,447,0,73,64,447,0,0,52,669900.0,244,142,1154,131591.0,297,61,32,7,490351110013
Block Group 1; Census Tract 1110.02; Salt Lake County; Utah,765,0,132,109,765,0,0,0,649500.0,513,180,1712,112434.0,489,147,37,14,490351110021
Block Group 2; Census Tract 1110.02; Salt Lake County; Utah,1060,0,18,193,1060,29,196,60,547500.0,390,519,2409,103221.0,720,243,36,72,490351110022
Block Group 3; Census Tract 1110.02; Salt Lake County; Utah,469,45,0,134,469,0,0,0,915400.0,383,86,1244,131827.0,321,191,53,37,490351110023
Block Group 1; Census Tract 1111.04; Salt Lake County; Utah,480,0,28,72,480,0,35,0,510500.0,337,135,1073,95761.0,296,51,37,0,490351111041
Block Group 2; Census Tract 1111.04; Salt Lake County; Utah,640,0,28,0,640,0,0,0,475700.0,538,52,1633,103158.0,261,118,33,36,490351111042
Block Group 1; Census Tract 1111.05; Salt Lake County; Utah,562,0,0,0,562,11,47,0,438400.0,490,72,911,66071.0,191,144,29,0,490351111051
Block Group 2; Census Tract 1111.05; Salt Lake County; Utah,372,0,14,22,372,14,33,0,546900.0,211,110,904,108388.0,171,41,0,18,490351111052
Block Group 3; Census Tract 1111.05; Salt Lake County; Utah,749,0,9,149,749,23,0,276,56800.0,488,231,1649,60975.0,213,58,0,0,490351111053
Block Group 1; Census Tract 1111.06; Salt Lake County; Utah,989,0,11,35,989,67,53,0,492700.0,593,290,1899,85018.0,317,37,0,64,490351111061
Block Group 2; Census Tract 1111.06; Salt Lake County; Utah,559,0,0,0,559,0,0,0,703400.0,540,19,1744,138906.0,364,232,18,38,490351111062
Block Group 1; Census Tract 1111.07; Salt Lake County; Utah,453,0,14,94,453,0,67,0,507900.0,175,137,662,74605.0,238,57,0,18,490351111071
Block Group 2; Census Tract 1111.07; Salt Lake County; Utah,1000,14,94,178,1000,34,31,0,774600.0,402,569,2383,98250.0,466,290,59,85,490351111072
Block Group 1; Census Tract 1111.08; Salt Lake County; Utah,829,0,23,129,829,28,0,0,597400.0,768,61,1967,115489.0,390,123,62,36,490351111081
Block Group 2; Census Tract 1111.08; Salt Lake County; Utah,439,0,0,48,439,0,0,0,530400.0,425,14,1033,125017.0,203,162,20,61,490351111082
Block Group 1; Census Tract 1111.09; Salt Lake County; Utah,659,0,214,31,659,0,84,0,687500.0,549,71,1321,130500.0,524,116,43,28,490351111091
Block Group 2; Census Tract 1111.09; Salt Lake County; Utah,945,0,10,11,945,15,84,0,426900.0,761,88,1470,64641.0,425,113,29,21,490351111092
Block Group 1; Census Tract 1112.01; Salt Lake County; Utah,377,0,23,12,377,0,0,0,487900.0,286,91,1041,87012.0,234,57,0,0,490351112011
Block Group 2; Census Tract 1112.01; Salt Lake County; Utah,726,0,15,156,726,49,52,6,527400.0,408,284,1312,63868.0,270,63,0,0,490351112012
Block Group 1; Census Tract 1112.02; Salt Lake County; Utah,217,0,0,0,217,0,0,0,570100.0,133,48,527,134896.0,225,14,0,12,490351112021
Block Group 2; Census Tract 1112.02; Salt Lake County; Utah,507,0,9,15,507,0,0,0,637200.0,335,172,1578,146776.0,313,259,32,51,490351112022
Block Group 3; Census Tract 1112.02; Salt Lake County; Utah,369,0,11,0,369,17,35,0,648300.0,277,57,783,138194.0,191,49,41,11,490351112023
Block Group 4; Census Tract 1112.02; Salt Lake County; Utah,717,13,60,69,717,93,112,0,342700.0,209,462,1499,70917.0,158,63,0,9,490351112024
Block Group 1; Census Tract 1113.02; Salt Lake County; Utah,458,0,55,26,458,0,0,0,620700.0,385,73,1184,119643.0,321,128,47,32,490351113021
Block Group 2; Census Tract 1113.02; Salt Lake County; Utah,885,0,16,40,885,0,0,0,564600.0,669,216,2254,99729.0,293,276,12,63,490351113022
Block Group 3; Census Tract 1113.02; Salt Lake County; Utah,486,0,0,14,486,0,0,0,622800.0,427,59,1770,153235.0,258,267,0,29,490351113023
Block Group 4; Census Tract 1113.02; Salt Lake County; Utah,294,0,0,0,294,0,0,0,687500.0,278,16,828,152083.0,221,57,86,17,490351113024
Block Group 1; Census Tract 1113.04; Salt Lake County; Utah,722,36,160,52,722,0,0,0,877100.0,554,90,1707,166944.0,483,125,118,15,490351113041
Block Group 2; Census Tract 1113.04; Salt Lake County; Utah,685,0,37,36,685,42,0,0,727200.0,491,176,1711,134306.0,404,157,104,44,490351113042
Block Group 1; Census Tract 1113.05; Salt Lake County; Utah,787,11,14,0,787,0,11,0,599600.0,607,144,2125,138208.0,352,305,40,55,490351113051
Block Group 2; Census Tract 1113.05; Salt Lake County; Utah,700,5,0,20,700,0,0,0,610700.0,602,63,2165,145605.0,459,249,55,0,490351113052
Block Group 1; Census Tract 1113.06; Salt Lake County; Utah,709,27,59,138,709,0,74,0,704700.0,153,529,1575,101932.0,446,146,0,43,490351113061
Block Group 2; Census Tract 1113.06; Salt Lake County; Utah,259,0,20,52,259,0,0,0,685800.0,259,0,658,177159.0,199,70,38,24,490351113062
Block Group 1; Census Tract 1114; Salt Lake County; Utah,706,40,379,0,706,17,406,0,394200.0,123,448,1136,84425.0,366,137,37,34,490351114001
Block Group 2; Census Tract 1114; Salt Lake County; Utah,167,0,0,26,167,30,0,0,486400.0,106,61,602,148045.0,76,41,0,40,490351114002
Block Group 3; Census Tract 1114; Salt Lake County; Utah,734,0,66,69,734,54,0,0,457900.0,198,415,1706,49010.0,90,52,31,0,490351114003
Block Group 4; Census Tract 1114; Salt Lake County; Utah,544,0,52,0,544,18,111,39,379800.0,119,330,1095,53209.0,95,0,0,0,490351114004
Block Group 5; Census Tract 1114; Salt Lake County; Utah,278,0,0,0,278,0,0,0,380000.0,196,82,936,,177,66,0,70,490351114005
Block Group 6; Census Tract 1114; Salt Lake County; Utah,890,55,136,0,890,34,301,0,348500.0,386,463,1704,76908.0,225,117,35,24,490351114006
Block Group 1; Census Tract 1115; Salt Lake County; Utah,1296,75,584,105,1296,72,263,0,261900.0,292,908,2743,53125.0,397,148,49,24,490351115001
Block Group 1; Census Tract 1116.01; Salt Lake County; Utah,956,154,393,144,956,103,229,88,373900.0,447,464,1923,87330.0,301,219,0,54,490351116011
